id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
75065,Bay cottage on Passamaquoddy bay,397069,Bob,Charlotte,Saint Andrews,45.13241,-67.04725,Entire home/apt,252,2,12,2019-08-31,0.23,1,357
145013,Lobster Lane Cottage: private beach,642972,Jennifer,Kent,Dundas,46.32857,-64.52445,Entire home/apt,125,7,6,2017-07-29,0.10,1,362
261800,Furnished Executive Close to City,1373498,Usha,Saint John,City of Saint John,45.27727,-66.0604,Entire home/apt,90,2,35,2019-09-11,0.86,2,338
339332,Ocean Front/2 bedrooms ( 31ft trailer ),1716608,Pierrette,Gloucester,Beresford,47.69941,-65.68834,Entire home/apt,110,7,3,2019-07-23,0.04,2,333
791070,Private room in a friendly home!,72953,Stephen,Westmorland,Sackville,45.89572,-64.37684,Private room,66,1,47,2019-09-15,0.61,1,357
818871,Mazelton Yurt,4301065,Jason,Kent,Richibucto,46.62773,-64.91609,Entire home/apt,150,2,17,2019-08-19,0.23,1,117
872640,Acadian Isle Retreat - Heron Haven,2189998,Danielle,Gloucester,Shippagan,47.86785,-64.52187,Entire home/apt,135,7,3,2019-08-18,0.04,1,365
905910,"2 bedroom bungalow ideal - tv, movie film location",4847531,Forsale,Queens,Cambridge,45.85825,-66.11696,Entire home/apt,130,7,0,,,1,358
927493,ROSE COTTAGE,2031390,Miriam,Westmorland,Shediac,46.23977,-64.51789,Entire home/apt,298,7,1,2013-07-17,0.01,1,334
950843,"Centrally located  3 bdrm  home , bkfst items",3032106,Gerry,Westmorland,Moncton,46.10555,-64.81432,Entire home/apt,99,2,158,2019-09-10,2.13,1,352
986301,Downtown Home on quiet block,252277,Sarah,Westmorland,Moncton,46.09473,-64.78427,Entire home/apt,147,1,114,2019-09-01,2.70,5,362
1105135,"Furnished Two Bedroom: fully equipped, private",6069033,Donna,York,Fredericton,45.94179,-66.63493,Entire home/apt,119,30,0,,,2,362
1105242,Furnished  executive home: private oasis,6069033,Donna,York,Fredericton,45.94104,-66.63553,Entire home/apt,129,30,3,2018-12-11,0.08,2,363
1199731,"Victorian mansion, Queen bed",6540753,Chipman Hill Suites,Saint John,City of Saint John,45.27348,-66.05807,Private room,145,1,126,2019-09-16,1.78,8,347
1242493,Parlour Room,6772314,Dwight & Cheryl,Saint John,City of Saint John,45.2746,-66.05214,Private room,125,1,38,2019-08-13,0.71,11,363
1264655,"The Maples, NB Country Farmhouse",6885464,Gary,York,Bright,45.97722,-66.84614,Entire home/apt,98,1,119,2019-09-08,1.60,1,347
1266591,King Bed in Historic Uptown!,6540753,Chipman Hill Suites,Saint John,City of Saint John,45.27406,-66.05772,Private room,164,1,68,2019-09-03,1.34,8,349
1304243,Comfy Cozy waterfront cottage 4 U,2833540,Marc,Kent,Wellington,46.42522,-64.62205,Entire home/apt,150,5,7,2019-08-22,0.18,1,156
1339738,Parlee Beach Cottage in Shediac,7209301,Joe,Westmorland,Shediac,46.23422,-64.5045,Entire home/apt,135,4,5,2018-08-02,0.08,1,363
1489389,"Midpoint to  Moncton, Saint John or Fredericton",7964165,Sharon,Kings,Springfield,45.64933,-65.8593,Entire home/apt,31,1,60,2019-08-13,1.14,4,342
1660142,Room with two twin beds/ spacious /accom. 2 guests,8797295,May,Saint John,Simonds,45.25987,-65.7427,Private room,85,1,65,2019-09-14,1.00,3,283
1806151,"Waterfront cottage, relaxing and fun get away!",4253971,Roxanne,Kent,Richibucto,46.68234,-64.80627,Entire home/apt,150,2,74,2019-09-15,1.15,1,204
2148508,Near Fundy - Country Guest House,7964165,Sharon,Kings,Springfield,45.64943,-65.86004,Entire home/apt,34,1,125,2019-09-21,1.85,4,342
2191945,Large cottage @ Grand Lake Whites Cove (Jemseg),8385154,Krista,Queens,Cambridge,45.86775,-66.07676,Entire home/apt,125,2,30,2019-09-02,0.47,3,173
2535589,Old Launch Ways - Family Cottage,4602006,Alec,Kings,Kingston,45.44755,-66.00487,Entire home/apt,130,3,41,2019-08-30,0.64,1,134
2550351,Counting sheep guest suites #1 (adult only),12298363,Heather And Joey,Albert,Hillsborough,45.94133,-64.66544,Entire home/apt,150,2,48,2019-08-12,1.80,3,330
2558458,Music of the Trees - Near the Sea,12963726,Sandra,Northumberland,Alnwick,47.1967,-65.14315,Entire home/apt,60,3,55,2019-09-02,1.06,1,364
2597511,DOWNTOWN #3 STUDIO SUPER HOSTS Fredericton nb,13302046,Victoria,York,Fredericton,45.95745,-66.63637,Entire home/apt,99,1,262,2019-09-10,4.23,3,251
2664825,Victorian Apartment Close to Uptown,6772314,Dwight & Cheryl,Saint John,City of Saint John,45.27431,-66.05214,Private room,160,1,49,2019-08-09,0.90,11,363
2745462,Oceanfront Cottage - Paradise Point,14045406,Shannon,Charlotte,Saint George,45.0635,-66.82176,Entire home/apt,141,2,165,2019-08-31,2.55,1,158
2809745,"The ""Duffer""",14279325,Robin,Westmorland,Sackville,45.89356,-64.37065,Entire home/apt,99,2,103,2019-09-12,1.57,1,66
3164623,DOWNTOWN #2 STUDIO SUPER HOSTS Fredericton nb,13302046,Victoria,York,Fredericton,45.95817,-66.63426,Entire home/apt,99,1,255,2019-09-11,4.00,3,242
3217193,Vacation by the Sea:  Harris Hatch ,16292752,Karen,Charlotte,Saint Andrews,45.0754,-67.05535,Entire home/apt,125,3,37,2019-09-03,0.58,2,300
3260745,"Skyline Resort with Pool, Hot Tub & Tiki Hut! Db",16489649,Francis,York,Fredericton,45.93823,-66.64044,Private room,80,1,74,2019-09-15,1.18,2,360
3310272,Pointe-du-Chêne: Parlee Beach Cottage,14467849,Bill & Courtney,Westmorland,Shediac,46.23471,-64.51617,Entire home/apt,195,7,33,2019-08-26,0.52,1,363
3324500,Suites @ 157  Sea view,16784473,Ann,Kent,Wellington,46.47954,-64.69794,Private room,160,5,0,,,1,163
3341350,Relax /one double bed/country charm,8797295,May,Saint John,Simonds,45.26076,-65.74212,Private room,85,1,27,2019-09-09,0.54,3,285
3370306,Red Herring Cottage,17003698,Deborah,Charlotte,Grand Manan,44.76104,-66.74383,Entire home/apt,150,7,12,2019-08-03,0.19,1,148
3411501,ocean-front guest cottage,17200710,Henry,Charlotte,Saint Andrews,45.09231,-67.05404,Entire home/apt,119,3,1,2019-08-19,0.75,1,4
3448040,Cottage for rent NEAR Parlee Beach,17377352,Monique,Westmorland,Shediac,46.23732,-64.5119,Entire home/apt,200,7,4,2019-08-17,0.08,1,109
3467204,FundyRidge (Unit B)Glamping in Style ( 2of3 Units),16718580,Bob,Albert,Harvey,45.69102,-64.70917,Private room,58,1,198,2019-09-07,3.11,2,1
3543178,The NODD-INN - 3/1 Apartment,17836479,Lorrie,Charlotte,Saint Andrews,45.0969,-67.07441,Entire home/apt,190,2,33,2019-09-01,0.53,1,62
3562967,Catch the Wind - Bed & Breakfast,17938931,Diana & Art,Albert,Hopewell,45.76979,-64.6564,Private room,99,1,212,2019-09-05,3.38,2,145
3626331,DOWNTOWN #1 STUDIO SUPER HOSTS Fredericton nb,13302046,Victoria,York,Fredericton,45.95903,-66.63424,Entire home/apt,99,1,270,2019-09-11,4.31,3,323
3677734,Lake Front Home ,15863983,Stephen,Queens,Wickham,45.73368,-66.00397,Private room,60,1,28,2016-08-21,0.45,1,269
3696064,Pumpkin B&B,18825144,Lynda,Westmorland,Westmorland,46.04963,-64.08476,Private room,90,1,4,2019-08-17,2.07,4,365
3696105,Pumpkin Inn B&B,18825144,Lynda,Westmorland,Westmorland,46.04932,-64.08544,Private room,97,1,26,2019-07-15,0.51,4,365
3697522,The Boathouse on Wegesegum,11880724,Junior,Queens,Chipman,46.15525,-65.89744,Entire home/apt,80,2,86,2019-09-19,1.66,1,314
3705233,Stargazer Room - An Artist's Garden,18274338,Karin,Albert,Harvey,45.65704,-64.72417,Private room,135,2,67,2019-09-13,1.08,3,363
3756385,L'Ancrage Bed & Breakfast,19228862,L'Ancrage,Kent,Saint-Louis,46.74139,-64.9814,Private room,115,1,0,,,3,265
4412099,Salty Towers - Something Different,22902035,James Steel,Charlotte,Saint Andrews,45.07061,-67.04806,Private room,40,1,171,2019-09-10,2.87,6,182
4439715,Beach House in the Bluffs,14633675,Terry,Westmorland,Shediac,46.238,-64.50758,Entire home/apt,164,7,0,,,1,122
4484263,Artsy Fantastic Fun Flat!,4679107,Debbie,Saint John,City of Saint John,45.27057,-66.06036,Entire home/apt,135,2,126,2019-09-25,2.14,2,357
4549425,"BEAUTIFUL, COMFORTABLE ! No Cleaning fees !",23587432,Julie,Westmorland,Moncton,46.06336,-64.71014,Entire home/apt,58,2,151,2019-09-15,2.72,1,312
4678881,Waterview Sunsets and beaches!,24197052,Carl,Kent,Wellington,46.45622,-64.68262,Entire home/apt,95,2,8,2018-08-20,0.21,1,364
4685183,Luxury Home on Golf Course,217843,Dan,Westmorland,Moncton,46.08363,-64.69162,Entire home/apt,375,7,1,2018-05-04,0.06,1,0
4737518,Updated Century Home:Riverview Retreat In The City,24456753,Sudon,York,Fredericton,45.97272,-66.6364,Entire home/apt,153,2,103,2019-09-22,1.79,1,345
4839450,Victorian Apartment,2544230,Linda,Westmorland,Moncton,46.0723,-64.72186,Entire home/apt,110,2,34,2019-08-23,0.67,2,251
4845503,nice king size beedroom,24931513,Mua,Westmorland,Moncton,46.1189,-64.85754,Private room,54,1,83,2019-09-01,1.54,2,1
4881229,Storeytown Cottages - Cottage #1,25111766,Christine & Jeremie,Northumberland,Blissfield,46.54993,-66.16803,Entire home/apt,170,2,5,2017-08-29,0.13,8,312
5132593,The Mission House B&B,26533286,Kathleen,Queens,Gagetown,45.77902,-66.1453,Hotel room,52,1,7,2019-09-01,0.13,1,179
5184113,Large private one bedroom in great neighbourhood.,26814023,Sandra,York,Fredericton,45.90877,-66.58842,Entire home/apt,60,3,0,,,1,0
5188614,L'Ancrage B&B (Queen Room),19228862,L'Ancrage,Kent,Saint-Louis,46.74327,-64.97932,Private room,115,1,49,2019-09-23,0.93,3,363
5418416,Bay of Fundy Cottage,28090100,Vince,Charlotte,Pennfield,45.11581,-66.58463,Entire home/apt,141,1,40,2019-09-02,0.78,1,160
5489540,Belle grande maison pour réunions de familles,6559126,Gilbert,Gloucester,New Bandon,47.82194,-65.01367,Entire home/apt,145,5,14,2019-08-21,0.98,1,317
5531947,"location  8 chalets , (Phone number hidden by Airbnb)",26377084,Donald,Restigouche,Saint-Quentin,47.58141,-67.38104,Entire home/apt,141,2,4,2015-08-04,0.08,1,365
5549955,Salty Towers Room 9 Single Bed Shared Bath,22902035,James Steel,Charlotte,Saint Andrews,45.07222,-67.04706,Private room,40,1,74,2019-09-01,1.48,6,182
5586792,Old south home•Vegan• River trails!,28966730,Tanya,York,Fredericton,45.96431,-66.62439,Private room,72,1,37,2019-06-26,0.68,2,276
5684585,Oceanfront  Rancher with Spectacular Views!,12620928,Barbara,Charlotte,Lepreau,45.12055,-66.47492,Entire home/apt,141,3,6,2019-08-15,0.15,1,195
5716335,Chalet des hérons ,29635761,Carmene,Gloucester,Shippagan,47.81142,-64.69359,Entire home/apt,125,3,24,2019-09-07,0.48,2,200
5755517,5 star 2 story Loft in the heart of Moncton,17174254,Aleksandra And Samuel,Westmorland,Moncton,46.0963,-64.79037,Entire home/apt,179,2,72,2019-09-01,1.42,1,349
5932941,Elegant century-old home (Room 3),30805600,Lucie,Charlotte,Saint Andrews,45.07691,-67.05187,Private room,109,1,41,2019-07-25,0.80,3,0
5959761,Elegant century-old home (Room 2),30805600,Lucie,Charlotte,Saint Andrews,45.07696,-67.04992,Private room,109,1,69,2019-08-13,1.32,3,0
5965041,House by Parlee Beach: Available Oct. 12 onward,30966363,Nancy,Westmorland,Shediac,46.23708,-64.5031,Entire home/apt,249,5,13,2019-07-13,0.33,2,81
5966300,Big Axe Brewery and B&B - Maple Suite,30970908,Vasyl,York,Southhampton,45.9748,-67.24077,Entire home/apt,130,1,76,2019-08-18,1.48,3,354
5979254,Lakefront Cottage for rent (non-smoking),31041844,Stan,Queens,Wickham,45.78021,-65.97056,Entire home/apt,89,3,18,2019-07-21,0.34,1,301
5997203,Country Home with Splendid View,31136036,Ellie,Westmorland,Salisbury,46.04486,-65.15686,Entire home/apt,110,3,6,2017-08-01,0.15,1,266
6070850,CARRIAGE Room,6772314,Dwight & Cheryl,Saint John,City of Saint John,45.27289,-66.05286,Private room,125,1,174,2019-09-12,3.30,11,349
6076960,Private ocean-view bedroom,29519527,Carly,Charlotte,Grand Manan,44.65031,-66.84735,Private room,50,2,35,2019-08-05,0.68,1,180
6093358,Maison complète,28832998,Louise,Gloucester,New Bandon,47.76567,-65.17841,Entire home/apt,150,5,16,2019-09-07,0.41,1,364
6103707,Western Hideout,6772314,Dwight & Cheryl,Saint John,City of Saint John,45.27435,-66.05279,Private room,99,1,93,2019-09-10,1.80,11,364
6193518,Lake Front Cottage w Beach;Sleeps 6,8880710,Lisa,Queens,Wickham,45.7648,-65.97613,Entire home/apt,115,7,6,2019-08-18,0.15,1,347
6195100,Elegant century-old home (Room 1),30805600,Lucie,Charlotte,Saint Andrews,45.07538,-67.05023,Private room,109,1,57,2019-08-09,1.10,3,1
6276822,Private room in charming house,11820485,Dounia,Westmorland,Moncton,46.09771,-64.78947,Private room,50,2,21,2019-05-01,0.40,1,285
6331919,Silver Birch - An Artist's Garden,18274338,Karin,Albert,Harvey,45.65752,-64.72776,Private room,135,2,39,2019-08-25,0.76,3,363
6332199,Wild Orchid - An Artist's Garden,18274338,Karin,Albert,Harvey,45.65848,-64.72432,Private room,135,2,22,2019-07-21,0.43,3,361
6352516,River View Condo Sleeps 4 $225.00/night,27531003,Shaune,York,Douglas,45.98422,-66.76228,Entire home/apt,225,3,4,2019-07-01,0.08,4,363
6433817,Cottages near Parlee Beach,33583000,Liane,Westmorland,Shediac,46.2333,-64.50412,Entire home/apt,190,2,43,2019-09-02,1.09,1,139
6466708,Room with one double bed/bay view,8797295,May,Saint John,Simonds,45.26205,-65.7425,Private room,85,1,48,2019-08-30,0.97,3,251
6531588,Oceanfront cottage on Cocagne Bay,34161859,Yves,Kent,Dundas,46.33137,-64.59436,Entire home/apt,110,5,7,2018-10-09,0.25,1,140
6570972,"Bright, spacious home in vibrant little town.",7668776,Agnes,Charlotte,Saint Stephen,45.19828,-67.28039,Entire home/apt,125,4,32,2019-08-14,0.62,1,286
6611714,Nice Clean Spacious Room with aView,34583540,Lokesh,Saint John,City of Saint John,45.24583,-66.11332,Private room,70,1,16,2019-08-19,0.31,4,365
6628029,A Gardener's Room,4995430,Dave & Andrée,Albert,Hillsborough,45.91816,-64.64286,Private room,90,2,206,2019-09-19,4.01,1,340
6634486,Dune Cabin-Acadian Peninsula - Baie des Chaleurs,30404897,Gisele,Gloucester,Shippagan,47.9876,-64.53674,Entire home/apt,80,4,22,2019-08-24,0.44,1,361
6820310,Beach House - All Decked Out!,29395619,Gina,Kent,Dundas,46.32344,-64.62481,Entire home/apt,199,5,34,2019-09-06,0.66,1,209
6835917,Renovated downtown historic home,17684921,Brian,York,Fredericton,45.95941,-66.64914,Entire home/apt,135,2,55,2019-09-04,1.07,1,343
6860879,Kate's Kottage,35952794,Sandra,Westmorland,Botsford,46.17615,-63.97978,Entire home/apt,103,4,33,2019-09-14,0.81,1,140
6953485,Fredericton 5 bedrm sleeps (Phone number hidden by Airbnb) /nt RiverView,27531003,Shaune,York,Douglas,45.97911,-66.73136,Entire home/apt,695,4,6,2019-09-22,0.13,4,363
6992886,Executive bungalow at Royal Oaks,36663465,Matt,Westmorland,Moncton,46.15763,-64.79339,Entire home/apt,401,3,50,2019-09-15,0.98,1,252
7004476,Riverside Retreat in Poley Mountain,36719854,Ken,Kings,Waterford,45.6819,-65.37001,Entire home/apt,200,4,13,2019-09-02,0.29,1,232
7006864,Charming Campobello Cottage!,36730387,Brian,Charlotte,Campobello,44.89902,-66.9544,Entire home/apt,62,2,36,2019-09-15,0.70,1,4
7053089,Private & clean 2 bedroom w/laundry,32349950,Noah,York,Fredericton,45.9522,-66.64448,Entire home/apt,54,1,168,2019-09-15,3.93,2,359
7090725,Salty Towers Room 8 Double Bed Shared Bath,22902035,James Steel,Charlotte,Saint Andrews,45.07043,-67.04854,Private room,60,1,182,2019-09-08,3.53,6,182
7091374,Salty Towers Room 2 with private bath,22902035,James Steel,Charlotte,Saint Andrews,45.07224,-67.04897,Private room,80,1,93,2019-09-01,1.81,6,186
7093740,Sackville Bed and Breakfast,37181000,Wendi,Westmorland,Sackville,45.8908,-64.37231,Hotel room,300,1,0,,,3,310
7435061,Riverside Retreat,38947039,Lindsay,Carleton,Kent,46.59442,-67.72127,Entire home/apt,125,1,173,2019-09-21,3.42,1,173
7500113,The Russell's Guest House,39285562,Vaneesa,Charlotte,Grand Manan,44.62293,-66.72363,Entire home/apt,175,3,6,2019-08-01,0.16,1,365
7529563,Fredericton 6 bedrm RiverView sleeps (Phone number hidden by Airbnb),27531003,Shaune,York,Fredericton,45.97779,-66.73022,Entire home/apt,794,4,9,2019-08-11,0.18,4,211
7602647,Cozy Private Apartment,37085454,Chris,York,Fredericton,45.95973,-66.72672,Entire home/apt,99,2,70,2019-09-16,1.38,1,65
7630561,Old West End home,10602151,Cathy,Westmorland,Moncton,46.08579,-64.79969,Private room,58,1,122,2019-09-09,2.55,3,176
7649282,Salty Oaks - A Harbor View Retreat,40138637,Nancy,Charlotte,Campobello,44.91468,-66.9424,Entire home/apt,225,3,8,2018-08-04,0.16,1,361
7686907,Relaxing waterfront cottage,40370720,Linda,Kent,Richibucto,46.59674,-64.9102,Entire home/apt,200,4,1,2018-07-01,0.07,1,333
7712014,L'Acadien appartement / The Acadian apartement,40513600,Patrice,Restigouche,Balmoral,47.98341,-66.40657,Entire home/apt,50,1,201,2019-09-22,3.99,1,171
7756799,A great little room,24770567,Jean-Pierre,Westmorland,Moncton,46.09812,-64.77972,Private room,50,1,92,2019-08-31,1.83,1,365
7797124,Best Cottage on the Bay of Fundy,41039968,Julie,Albert,Harvey,45.63206,-64.85833,Entire home/apt,150,2,74,2019-09-14,1.85,1,95
7801139,Nowak's Own B&B,41061514,Markus,Westmorland,Shediac,46.21285,-64.59646,Private room,90,1,8,2019-08-15,0.22,1,353
7827371,Modern 3BR Apt - Great Location,20729699,Aleks,York,Fredericton,45.94494,-66.65755,Entire home/apt,150,2,77,2019-08-22,3.11,2,328
7851056,"Sunrise Point, Waterfront Beach",41364853,Wendy,Kent,Dundas,46.3272,-64.51772,Entire home/apt,300,7,34,2019-08-29,0.70,2,301
7873201,Pilgrims Rest 2 B&B,41495201,Susan,Kings,Sussex,45.68649,-65.51305,Private room,76,1,36,2019-09-08,0.91,2,273
7873235,Pilgrims Rest B&B,41495201,Susan,Kings,Sussex,45.68437,-65.51289,Private room,76,1,44,2019-08-31,0.88,2,273
7886412,Rustic Victorian waterfront Room 1 of 2,41148958,Shelley,Sunbury,Lincoln,45.87066,-66.51219,Private room,68,1,35,2019-09-05,0.70,2,86
7920989,Home Away from Home,12682913,Brad & Nikita,Northumberland,Newcastle,47.0321,-65.52105,Entire home/apt,95,2,46,2019-08-25,0.95,1,81
8053240,Cottage in New-Brunswick,23316434,Brigitte,Gloucester,Shippagan,47.75528,-64.74363,Entire home/apt,125,3,21,2019-09-12,0.55,1,305
8067773,Large Premium Lake House,42518338,Dee,York,Canterbury,45.82759,-67.54136,Entire home/apt,249,7,0,,,1,358
8131801,The Blue Heron,42940931,Roland,Kent,Dundas,46.33506,-64.61717,Entire home/apt,195,2,69,2019-09-01,1.40,1,269
8200198,Old south home• Vegan•Single room,28966730,Tanya,York,Fredericton,45.96445,-66.62423,Private room,80,1,38,2019-08-22,0.77,2,301
8237840,Beautiful cottage on Youghal Beach,43441555,Joanna,Gloucester,Bathurst,47.66594,-65.63662,Entire home/apt,215,7,2,2017-06-18,0.05,1,365
8293824,Up River House on the Nashwaak,43730128,Stephany,York,Fredericton,45.99963,-66.57538,Entire home/apt,90,5,2,2018-09-28,0.05,1,358
8336839,The Cottage that Hugs You,42169404,Rod And Victoria,Sunbury,Sheffield,45.92656,-66.29617,Entire home/apt,160,5,6,2019-07-30,0.15,1,166
8367032,Gîte l'Étoile du Havre B & B Inc.,39631143,Joëlle Et Jean-Charles,Gloucester,Bathurst,47.65116,-65.66063,Private room,798,1,0,,,6,365
8536172,Rustic charm just off  Main Street,44941230,Stanley,Westmorland,Sackville,45.92284,-64.36086,Entire home/apt,98,2,49,2019-08-31,1.20,2,355
8670729,Lexie's Landing,27150283,Lisa,Westmorland,Moncton,46.09895,-64.71844,Private room,60,1,76,2019-08-20,1.58,1,362
8695996,"Bea's Beach House, Aboiteau Beach, Cap-Pele, N.B.",45654556,Beth,Westmorland,Shediac,46.22529,-64.3078,Entire home/apt,363,1,38,2019-09-22,0.94,1,83
8971583,3+ Acre Ocean Front Estate,4403444,Sam,Charlotte,Saint Andrews,45.1102,-67.06419,Entire home/apt,450,4,8,2019-09-12,0.20,1,180
9031669,Beautiful Renovated Home Fundy Bay,47141908,Susan,Charlotte,Saint George,45.05131,-66.87018,Entire home/apt,141,4,56,2019-08-21,1.19,2,325
9101215,One Princess ~ Bachelor Apartment #3,47446936,One Princess,Saint John,City of Saint John,45.27302,-66.06316,Entire home/apt,149,2,118,2019-09-15,2.59,2,129
9307587,Lord Edward Room,6772314,Dwight & Cheryl,Saint John,City of Saint John,45.2731,-66.052,Private room,119,1,93,2019-09-05,2.00,11,365
9547629,"""Billabong"" ocean front cottage near St. Andrews",49442666,Chris,Charlotte,Saint Andrews,45.07275,-67.05226,Entire home/apt,279,4,3,2019-08-10,0.55,1,140
9548556,Great house front river view,30062655,Truly,Saint John,City of Saint John,45.32814,-66.07366,Private room,54,1,25,2018-09-30,0.60,1,361
9606930,Downtown Moncton Executive Loft,3424469,Matt,Westmorland,Moncton,46.0879,-64.78004,Entire home/apt,289,2,97,2019-09-01,3.73,2,167
9650978,Maison Chiasson #2,49892961,Yves,Gloucester,Shippagan,47.73963,-64.62035,Entire home/apt,215,7,0,,,5,158
9683127,3 BRM Modern Open Concept Duplex with Central A/C,50017803,Dan,Westmorland,Moncton,46.09927,-64.7913,Entire home/apt,95,1,62,2019-09-08,1.36,2,85
9725850,Parlee Beach Cottage - Min to Beach,50194983,Jeremy,Westmorland,Shediac,46.23717,-64.51497,Entire home/apt,200,2,23,2019-09-17,0.58,1,308
9802870,Trendy 1 Bedroom in Uptown Saint John,50511831,Historica,Saint John,City of Saint John,45.27436,-66.06291,Entire home/apt,94,2,40,2019-09-11,2.71,12,25
9820014,1 bedroom with single bed,25549468,Claudia,Westmorland,Moncton,46.10842,-64.76045,Private room,62,1,15,2019-07-14,0.40,1,355
9859616,Welcome  - 2 Bedroom short term accommodation,50749214,Crystal,York,Fredericton,45.96597,-66.62407,Entire home/apt,85,2,106,2019-09-15,2.33,1,222
10203830,Private 2 bedroom apartment on Canada-U.S. border,19449273,Rachael,Charlotte,Saint Stephen,45.19453,-67.28525,Entire home/apt,86,1,5,2017-05-26,0.11,1,0
10269396,3 bedroom furnished flat,39183806,David,Saint John,City of Saint John,45.28664,-66.05539,Entire home/apt,139,4,32,2019-09-06,0.77,1,159
10282546,Cottage on Court St,51689853,Anne,Victoria,Grand Falls Town,47.04515,-67.73971,Entire home/apt,150,1,87,2019-09-09,2.26,2,265
10409845,Cozy bedroom on Washington st.,20990553,Mylène & Dominique,Westmorland,Moncton,46.10719,-64.77043,Private room,50,1,160,2019-09-09,3.58,1,178
10469357,Comfort in downtown Moncton,252277,Sarah,Westmorland,Moncton,46.09614,-64.78414,Private room,50,1,82,2019-06-01,1.95,5,301
10498154,Beautiful Parlee Beach Cottage,54121365,Lynsey,Westmorland,Shediac,46.24041,-64.51676,Entire home/apt,249,7,26,2019-09-01,0.66,1,344
10512404,Moncton - Hummingbirds Welcome,19522678,Wendell,Westmorland,Moncton,46.11091,-64.77036,Private room,42,1,231,2019-09-24,5.13,1,340
10549820,Gite - Le Ch'ti Gite Bathurst,3200436,Christophe,Gloucester,Beresford,47.76585,-65.71554,Entire home/apt,85,1,54,2019-08-30,1.42,1,343
10607122,Sweet modern bachelor apartment,50511831,Historica,Saint John,City of Saint John,45.27238,-66.06317,Entire home/apt,89,2,110,2019-09-19,2.58,12,31
10671484,Relaxing Cottage near the Ocean,8151742,Daniel,Westmorland,Shediac,46.2384,-64.42396,Entire home/apt,235,7,6,2019-08-18,0.16,1,0
10719688,Cottage/Loghome at the River/Waterfront,55398460,Tanja,Kent,Richibucto,46.60199,-64.91651,Entire home/apt,192,7,3,2016-08-17,0.08,1,83
10766400,kouchibouguac backcountry cabins,55681741,Jeannine,Kent,Carleton,46.79463,-65.04097,Entire home/apt,150,1,2,2019-09-22,0.05,1,362
10846927,Country setting close to downtown living #2,56180210,Cheryl,Albert,Coverdale,46.06683,-64.74182,Private room,34,1,38,2019-09-22,10.09,2,270
10860892,"Belle Cottage, just steps from Water Street",7422348,Michelle,Charlotte,Saint Andrews,45.07494,-67.05353,Entire home/apt,245,3,30,2019-08-29,0.77,1,326
10920139,Private room in downtown townhouse,56602993,Lindsay & Hugh,Saint John,City of Saint John,45.26898,-66.05466,Private room,46,1,378,2019-09-16,8.74,1,45
11018863,Home in Old West End,10602151,Cathy,Westmorland,Moncton,46.08619,-64.79962,Private room,60,1,64,2019-09-06,1.47,3,365
11080838,"Bachelor Suites, Queen Bed",6540753,Chipman Hill Suites,Saint John,City of Saint John,45.27364,-66.06291,Private room,164,1,12,2019-07-01,0.31,8,363
11125689,Moncton Suites on Université Ave - 2 bedroom,55189903,Raphaël,Westmorland,Moncton,46.09828,-64.7854,Entire home/apt,125,3,8,2019-08-16,0.20,4,25
11165175,Grand Lake Private Beachfront,58075626,Corey,Queens,Waterborough,45.96655,-65.99916,Entire home/apt,150,1,41,2019-09-09,1.03,2,13
11209805,Lightkeeper's Cottage: Bay of Fundy,58382426,Kim,Saint John,Saint Martins,45.35912,-65.5328,Entire home/apt,149,1,76,2019-09-21,1.88,2,122
11228107,Large room(s) in a house on the Kennebecasis River,8881677,John,Kings,Rothesay,45.45573,-65.96752,Private room,85,2,1,2017-07-17,0.04,1,364
11268769,Restored Victorian Suite,6540753,Chipman Hill Suites,Saint John,City of Saint John,45.2747,-66.0633,Private room,184,1,20,2019-07-29,0.52,8,364
11268777,Cozy 31ft camper on Atlantic Ocean,58779834,Fannie,Gloucester,Beresford,47.85422,-65.76446,Entire home/apt,85,1,79,2019-09-20,1.96,2,128
11320110,Fully furnished town house.Close to airport,58897591,Rejean & Suzanne,Westmorland,Moncton,46.09598,-64.72098,Entire home/apt,130,3,43,2019-08-30,1.08,1,229
11448207,Water front summer cottage in Shediac,44180284,Luc,Westmorland,Shediac,46.22756,-64.52961,Entire home/apt,170,7,0,,,2,363
11461344,Montague Hall,60278600,Ken & Amanda,Charlotte,Saint Andrews,45.07702,-67.05398,Entire home/apt,150,2,6,2018-09-30,0.15,2,365
11461607,'Big Bay' Ocean Front Cottage,60278600,Ken & Amanda,Charlotte,Saint Patrick,45.16868,-67.03215,Entire home/apt,160,3,7,2019-09-05,0.26,2,365
11498290,Lake Front Cottage with Private Beach,30646557,Lori,Charlotte,Saint David,45.29102,-67.26526,Entire home/apt,325,3,26,2019-08-10,0.67,2,87
11581195,Tranquil cottage retreat on the Richibucto River,58102525,Cheryl,Kent,Richibucto,46.68543,-64.78246,Entire home/apt,97,2,29,2019-09-02,0.75,1,8
11610017,A la Belle Etoile,61457598,Stella,Restigouche,Grimmer,47.64499,-67.35582,Entire home/apt,60,1,34,2019-09-14,0.89,1,365
11641558,Million Dollar View,61722341,Todd & Jessica,Charlotte,Saint David,45.22706,-67.17808,Entire home/apt,195,3,6,2019-08-30,0.28,1,363
